Geographic Area,City,Median Income
IN,Burket town,40938
IN,Burlington town,51875
IN,Burnettsville town,41161
IN,Burns CDP,95114
IN,Burns Harbor town,70750
IN,Butler,37277
IN,Butlerville CDP,(X)
IN,Cadiz town,34583
IN,Cambridge town,34735
IN,Camden town,42292
IN,Campbellsburg town,27708
IN,Canaan CDP,(X)
IN,Cannelburg town,59167
IN,Cannelton,25457
IN,Carbon town,38750
IN,Carlisle town,46944
IN,Carmel,106433
IN,Carthage town,36382
IN,Cayuga town,46518
IN,Cedar Grove town,50000
IN,Cedar Lake town,61651
IN,Center Point town,42500
IN,Centerville town,45433
IN,Chalmers town,53750
IN,Chandler town,47889
IN,Charlestown,43684
IN,Chesterfield town,39671
IN,Chesterton town,71892
IN,Chrisney town,45536
IN,Churubusco town,47262
IN,Cicero town,63460
IN,Clarksburg CDP,43103
IN,Clarks Hill town,41000
IN,Clarksville town,41829
IN,Clay town,34500
IN,Claypool town,38929
IN,Clayton town,50764
IN,Clear Lake town,71458
IN,Clermont town,58846
IN,Clifford town,40938
IN,Clinton,37888
IN,Cloverdale town,43421
IN,Coalmont CDP,(X)
IN,Coatesville town,41500
IN,Colburn CDP,41417
IN,Colfax town,41923
IN,Collegeville CDP,-
IN,Columbia,42590
IN,Columbus,56816
IN,Connersville,32190
IN,Converse town,37159
IN,Cordry Sweetwater Lakes CDP,52128
IN,Corunna town,34286
IN,Corydon town,32044
IN,Country Club Heights town,116000
IN,Country Squire Lakes CDP,31156
IN,Covington,49455
IN,Crandall town,32500
IN,Crane town,34583
IN,Crawfordsville,33943
IN,Cromwell town,31528
IN,Crothersville town,40000
IN,Crown Point,63754
IN,Crows Nest town,191458
IN,Culver town,44167
IN,Cumberland town,50117
IN,Cynthiana town,50000
IN,Dale town,42000
IN,Daleville town,42500
IN,Dana town,41058
IN,Danville town,53947
IN,Darlington town,43500
IN,Darmstadt town,88352
IN,Dayton town,58750
IN,Decatur,39808
IN,Decker town,41750
IN,Delphi,36850
IN,De Motte town,45917
IN,Denver town,49514
IN,Deputy CDP,-
IN,Dillsboro town,39440
IN,Dover Hill CDP,(X)
IN,Dresser CDP,-
IN,Dublin town,33409
IN,Dubois CDP,34458
IN,Dugger town,51115
IN,Dune Acres town,143125
IN,Dunkirk,30492
IN,Dunlap CDP,63750
IN,Dunreith town,45417
IN,Dupont town,49000
IN,Dyer town,79708
IN,Earl Park town,44688
IN,East Chicago,26486
IN,East Enterprise CDP,28576
IN,East Germantown town,30714
IN,Eaton town,40083
IN,Economy town,34219
IN,Edgewood town,58785
IN,Edinburgh town,38571
IN,Edwardsport town,45417
IN,Elberfeld town,52115
IN,Elizabeth town,45500
IN,Elizabethtown town,40357
IN,Elkhart,35371
IN,Ellettsville town,49479
IN,Elnora town,33750
IN,Elwood,36282
IN,Emison CDP,(X)
IN,English town,17438
IN,Etna Green town,47708
IN,Evansville,35785
IN,Fairland town,60313
IN,Fairmount town,38125
IN,Fairview Park town,46250
IN,Farmersburg town,44688
IN,Farmland town,36364
IN,Ferdinand town,55263
IN,Fillmore town,46111
IN,Fishers town,95487
IN,Fish Lake CDP,50313
IN,Flora town,37222
IN,Florence CDP,14189
IN,Fontanet CDP,96042
IN,Fort Branch town,46466
IN,Fortville town,43750
IN,Fort Wayne,43774
IN,Fountain town,38611
IN,Fowler town,42241
IN,Fowlerton town,34375
IN,Francesville town,48281
IN,Francisco town,37946
IN,Frankfort,38801
IN,Franklin,51033
IN,Frankton town,46810
IN,Fredericksburg CDP,17500
IN,Freelandville CDP,71098
IN,Freetown CDP,(X)
IN,Fremont town,41287
IN,French Lick town,28603
IN,Fulton town,47143
IN,Galena CDP,72000
IN,Galveston town,47593
IN,Garrett,41607
IN,Gary,28020
IN,Gas,41979
IN,Gaston town,40240
IN,Geneva town,35313
IN,Gentryville town,45972
IN,Georgetown town,69167
IN,Glenwood town,46786
IN,Goodland town,47083
IN,Goshen,41117
IN,Gosport town,38977
IN,Grabill town,45474
IN,Grandview town,36750
IN,Granger CDP,92537
IN,Greencastle,45315
IN,Greendale,58281
IN,Greenfield,53459
IN,Greensboro town,30000
IN,Greensburg,44744
IN,Greens Fork town,41771
IN,Greentown town,43011
IN,Greenville town,59545
IN,Greenwood,54176
IN,Griffin town,42500
IN,Griffith town,55490
IN,Grissom AFB CDP,40746
IN,Hagerstown town,43424
IN,Hamilton town,48558
IN,Hamlet town,47308
IN,Hammond,39576
IN,Hanna CDP,59722
IN,Hanover town,40758
IN,Hardinsburg town,40000
IN,Harlan CDP,64188
IN,Harmony town,41853
IN,Harrodsburg CDP,51964
IN,Hartford,37934
IN,Hartsville town,43594
IN,Hatfield CDP,50563
IN,Haubstadt town,62000
IN,Hayden CDP,53889
IN,Hazleton town,45769
IN,Hebron town,47880
IN,Henryville CDP,55962
IN,Herbst CDP,(X)
IN,Heritage Lake CDP,62188
IN,Hidden Valley CDP,80667
IN,Highland town,61806
IN,Highland CDP,66188
IN,Hillsboro town,35096
IN,Hoagland CDP,42500
IN,Hobart,58246
IN,Holland town,43594
IN,Holton town,36786
IN,Homecroft town,73750
IN,Hope town,41779
IN,Howe CDP,33378
IN,Hudson town,43214
IN,Hudson Lake CDP,46905
IN,Huntertown town,70236
IN,Huntingburg,41578
IN,Huntington,38018
IN,Hymera town,37386
IN,Idaville CDP,56071
IN,Indianapolis (balance),41987
IN,Indian Village town,60000
IN,Ingalls town,49653
IN,Jalapa CDP,76500
IN,Jamestown town,53125
IN,Jasonville,29109
IN,Jasper,53044
IN,Jeffersonville,50990
IN,Jonesboro,32857
IN,Jonesville town,52500
IN,Kempton town,47292
IN,Kendallville,39799
IN,Kennard town,36563
IN,Kent CDP,(X)
IN,Kentland town,42286
IN,Kewanna town,30391
IN,Kimmell CDP,43750
IN,Kingman town,41806
IN,Kingsbury town,67813
IN,Kingsford Heights town,35417
IN,Kirklin town,43393
IN,Knightstown town,36920
IN,Knightsville town,52083
IN,Knox,33125
IN,Kokomo,37623
IN,Koontz Lake CDP,49083
IN,Kouts town,59444
IN,Laconia town,68286
IN,La Crosse town,45625
IN,Ladoga town,49583
IN,Lafayette,40419
IN,La Fontaine town,40089
IN,Lagrange town,40833
IN,Lagro town,30000
IN,Lake Dalecarlia CDP,57212
IN,Lake Holiday CDP,73152
IN,Lake Santee CDP,91577
IN,Lakes of the Four Seasons CDP,91472
IN,Lake Station,39309
IN,Laketon CDP,35357
IN,Lake Village CDP,38417
IN,Lakeville town,40625
IN,Landess CDP,(X)
IN,Lanesville town,48672
IN,La Paz town,45500
IN,Lapel town,44028
IN,La Porte,34900
IN,Larwill town,34375
IN,Laurel town,21818
IN,Lawrence,48731
IN,Lawrenceburg,38428
IN,Leavenworth town,37708
IN,Lebanon,45424
IN,Leesburg town,52000
IN,Leo-Cedarville town,76538
IN,Lewisville town,34063
IN,Liberty town,38173
IN,Ligonier,38953
IN,Linden town,46250
IN,Linton,36433
IN,Little York town,44063
IN,Livonia town,46250
IN,Lizton town,49375
IN,Logansport,32982
IN,Long Beach town,77250
IN,Loogootee,39070
IN,Losantville town,30938
IN,Lowell town,62403
IN,Lynn town,37031
IN,Lynnville town,57639
IN,Lyons town,43274
IN,McCordsville town,83479
IN,Mackey town,31750
IN,Macy town,35833
IN,Madison,46153
IN,Manilla CDP,78214
IN,Marengo town,23929
IN,Marion,32716
IN,Markle town,48409
IN,Markleville town,46875
IN,Marshall town,41607
IN,Martinsville,36403
IN,Matthews town,33125
IN,Mauckport town,33393
IN,Mecca town,35000
IN,Medaryville town,33214
IN,Medora town,28333
IN,Mellott town,28333
IN,Melody Hill CDP,75436
IN,Memphis CDP,49243
IN,Mentone town,43482
IN,Meridian Hills town,119830
IN,Merom town,30000
IN,Merrillville town,52810
IN,Metamora CDP,23750
IN,Mexico CDP,49397
IN,Michiana Shores town,76875
IN,Michigan,35503
IN,Michigantown town,50833
IN,Middlebury town,57091
IN,Middletown town,37238
IN,Mier CDP,60500
IN,Milan town,49737
IN,Milford town,38598
IN,Millersburg town,45789
IN,Millhousen town,73438
IN,Milltown town,30586
IN,Milroy CDP,39406
IN,Milton town,45000
IN,Mishawaka,38143
IN,Mitchell,34576
IN,Modoc town,40833
IN,Monon town,35542
IN,Monroe town,48750
IN,Monroe town,61364
IN,Monroeville town,42632
IN,Monrovia town,59750
IN,Monterey town,50938
IN,Montezuma town,36136
IN,Montgomery town,41250
IN,Monticello,36330
IN,Montmorenci CDP,85179
IN,Montpelier,33447
IN,Mooreland town,32250
IN,Moores Hill town,42875
IN,Mooresville town,51008
IN,Morgantown town,37009
IN,Morocco town,43359
IN,Morristown town,46875
IN,Mount Auburn town,42500
IN,Mount Ayr town,35625
IN,Mount Carmel town,36042
IN,Mount Etna town,44000
IN,Mount Summit town,50625
IN,Mount Vernon,46422
IN,Mulberry town,47500
IN,Muncie,31044
IN,Munster town,70503
IN,Napoleon town,37500
IN,Nappanee,48918
IN,Nashville town,39280
IN,New Albany,40413
IN,New Amsterdam town,83750
IN,Newberry town,43750
IN,Newburgh town,50089
IN,New Carlisle town,53684
IN,New Castle,32840
IN,New Chicago town,38879
IN,New Goshen CDP,65897
IN,New Harmony town,48036
IN,New Haven,46560
IN,New Market town,56250
IN,New Middletown town,61250
IN,New Palestine town,65947
IN,New Paris CDP,36567
IN,New Pekin town,32283
IN,New Point town,41389
IN,Newport town,47625
IN,New Richmond town,51250
IN,New Ross town,52083
IN,New Salisbury CDP,49667
IN,Newtown town,58125
IN,New Trenton CDP,57944
IN,New Washington CDP,70227
IN,New Whiteland town,53844
IN,Noblesville,69841
IN,North Crows Nest town,250000
IN,North Judson town,37202
IN,North Liberty town,38333
IN,North Manchester town,42281
IN,North Salem town,41818
IN,North Terre Haute CDP,45085
IN,North Vernon,38725
IN,North Webster town,40352
IN,Norway CDP,48233
IN,Notre Dame CDP,(X)
IN,Oakland,35125
IN,Oaktown town,37574
IN,Odon town,30714
IN,Ogden Dunes town,101250
IN,Oldenburg town,58906
IN,Onward town,27639
IN,Oolitic town,45921
IN,Orestes town,42344
IN,Orland town,42188
IN,Orleans town,33051
IN,Osceola town,59832
IN,Osgood town,41010
IN,Ossian town,52857
IN,Otterbein town,43594
IN,Otwell CDP,(X)
IN,Owensburg CDP,(X)
IN,Owensville town,40129
IN,Oxford town,45682
IN,Painted Hills CDP,52313
IN,Palmyra town,42381
IN,Paoli town,31971
IN,Paragon town,35625
IN,Parker town,38589
IN,Parkers Settlement CDP,63958
IN,Patoka town,39714
IN,Patriot town,41250
IN,Pendleton town,54198
IN,Pennville town,36719
IN,Perrysville town,39706
IN,Peru,33107
IN,Petersburg,35918
IN,Pierceton town,46875
IN,Pine Village town,36500
IN,Pittsboro town,78047
IN,Plainfield town,59951
IN,Plainville town,39226
IN,Plymouth,34478
IN,Point Isabel CDP,69271
IN,Poneto town,45625
IN,Portage,53730
IN,Porter town,76053
IN,Portland,34375
IN,Poseyville town,45750
IN,Pottawattamie Park town,87188
IN,Princes Lakes town,67500
IN,Princeton,40488
IN,Raglesville CDP,-
IN,Ragsdale CDP,83203
IN,Redkey town,35417
IN,Remington town,47635
IN,Rensselaer,43560
IN,Reynolds town,50167
IN,Richland town,50938
IN,Richmond,30357
IN,Ridgeville town,38594
IN,Riley town,43333
IN,Rising Sun,37596
IN,River Forest town,(X)
IN,Roachdale town,40395
IN,Roann town,40156
IN,Roanoke town,65694
IN,Rochester,36692
IN,Rockport,29716
IN,Rockville town,26035
IN,Rocky Ripple town,50417
IN,Rolling Prairie CDP,81250
IN,Rome town,47917
IN,Rosedale town,32938
IN,Roseland town,36375
IN,Roselawn CDP,51490
IN,Rossville town,48580
IN,Royal Center town,39500
IN,Rushville,34942
IN,Russellville town,33958
IN,Russiaville town,51034
IN,St. Bernice CDP,42337
IN,St. Joe town,44375
IN,St. John town,95777
IN,St. Leon town,54375
IN,St. Mary of the Woods CDP,19375
IN,St. Meinrad CDP,53472
IN,St. Paul town,40294
IN,Salamonia town,30000
IN,Salem,31980
IN,Salt Creek Commons CDP,62644
IN,Saltillo town,(X)
IN,Sandborn town,41563
IN,San Pierre CDP,40500
IN,Santa Claus town,71979
IN,Saratoga town,25893
IN,Schererville town,65661
IN,Schneider town,39583
IN,Scipio CDP,(X)
IN,Scotland CDP,(X)
IN,Scottsburg,41007
IN,Seelyville town,39667
IN,Sellersburg town,63611
IN,Selma town,40096
IN,Seymour,44310
IN,Shadeland town,66179
IN,Shamrock Lakes town,73750
IN,Sharpsville town,55341
IN,Shelburn town,32400
IN,Shelby CDP,(X)
IN,Shelbyville,43395
IN,Shepardsville CDP,95313
IN,Sheridan town,42935
IN,Shipshewana town,40083
IN,Shirley town,35446
IN,Shoals town,29250
IN,Shorewood Forest CDP,107557
IN,Sidney town,51667
IN,Silver Lake town,40000
IN,Simonton Lake CDP,56353
IN,Sims CDP,(X)
IN,Smithville-Sanders CDP,66851
IN,Somerset CDP,68750
IN,Somerville town,32500
IN,South Bend,34523
IN,South Haven CDP,51310
IN,Southport,54828
IN,South Whitley town,43438
IN,Speedway town,37861
IN,Spencer town,29926
IN,Spiceland town,39808
IN,Spring Grove town,61406
IN,Spring Hill town,96250
IN,Spring Lake town,64375
IN,Springport town,37500
IN,Spurgeon town,40833
IN,Star CDP,28125
IN,State Line town,48750
IN,Staunton town,43594
IN,Stilesville town,33750
IN,Stinesville town,22917
IN,Stockwell CDP,60459
IN,Straughn town,33333
IN,Sullivan,27083
IN,Sulphur Springs town,39107
IN,Summitville town,40594
IN,Sunman town,36774
IN,Swayzee town,50700
IN,Sweetser town,53485
IN,Switz town,25833
IN,Syracuse town,45518
IN,Taylorsville CDP,65469
IN,Tecumseh CDP,66216
IN,Tell,41900
IN,Tennyson town,35833
IN,Terre Haute,31817
IN,Thorntown town,47596
IN,Tipton,39099
IN,Toad Hop CDP,-
IN,Topeka town,45833
IN,Town of Pines town,43214
IN,Trafalgar town,58869
IN,Trail Creek town,68148
IN,Tri-Lakes CDP,57031
IN,Troy town,34792
IN,Ulen town,123750
IN,Union,31238
IN,Uniondale town,52500
IN,Universal town,29688
IN,Upland town,52344
IN,Utica town,47833
IN,Vallonia CDP,29323
IN,Valparaiso,49509
IN,Van Bibber Lake CDP,18854
IN,Van Buren town,39688
IN,Veedersburg town,54271
IN,Vera Cruz town,37083
IN,Vernon town,41667
IN,Versailles town,41458
IN,Vevay town,35000
IN,Vincennes,35455
IN,Wabash,39532
IN,Wakarusa town,52372
IN,Waldron CDP,62321
IN,Walkerton town,41156
IN,Wallace town,28594
IN,Walton town,42974
IN,Wanatah town,53750
IN,Warren town,44088
IN,Warren Park town,28727
IN,Warsaw,46195
IN,Washington,41445
IN,Waterloo town,40100
IN,Waveland town,45250
IN,Waynetown town,45068
IN,West Baden Springs town,32813
IN,West College Corner town,29865
IN,Westfield,86025
IN,West Harrison town,24205
IN,West Lafayette,27527
IN,West Lebanon town,40556
IN,Westphalia CDP,34722
IN,West Point CDP,55294
IN,Westport town,39875
IN,West Terre Haute town,31178
IN,Westville town,46806
IN,Wheatfield town,46250
IN,Wheatland town,42422
IN,Wheeler CDP,53839
IN,Whiteland town,67679
IN,Whitestown town,73402
IN,Whitewater town,39750
IN,Whiting,52586
IN,Wilkinson town,55250
IN,Williams CDP,43139
IN,Williams Creek town,174375
IN,Williamsport town,41250
IN,Winamac town,38514
IN,Winchester,32273
IN,Windfall town,38365
IN,Winfield town,82193
IN,Wingate town,42917
IN,Winona Lake town,51818
IN,Winslow town,39375
IN,Wolcott town,53462
IN,Wolcottville town,44671
IN,Woodburn,52989
IN,Woodlawn Heights town,117500
IN,Worthington town,32656
IN,Wynnedale town,102917
IN,Yeoman town,44375
IN,Yorktown town,59833
IN,Zanesville town,58000
IN,Zionsville town,107604
IA,Ackley,44063
IA,Ackworth,40000
IA,Adair,48188
IA,Adel,56319
IA,Afton,42137
IA,Agency,37857
IA,Ainsworth,42212
IA,Akron,41161
IA,Albert,44342
IA,Albia,44230
IA,Albion,53750
IA,Alburnett,66875
IA,Alden,48173
IA,Alexander,39375
IA,Algona,50512
IA,Alleman,81818
IA,Allerton,39688
IA,Allison,52750
IA,Alta,46458
IA,Alta Vista,40000
IA,Alton,62232
IA,Altoona,69748
IA,Alvord,53750
IA,Amana CDP,68625
IA,Ames,41616
IA,Anamosa,41092
IA,Anderson CDP,-
IA,Andover,54063
IA,Andrew,44583
IA,Anita,40429
IA,Ankeny,75465
IA,Anthon,37159
IA,Aplington,51838
IA,Arcadia,54010
IA,Archer,46667
IA,Aredale,25000
IA,Arion,40750
IA,Arispe,36000
IA,Arlington,41500
IA,Armstrong,47000
IA,Arnolds Park,46518
IA,Arthur,40833
IA,Asbury,89559
IA,Ashton,46250
IA,Aspinwall,57500
IA,Atalissa,57500
IA,Athelstan CDP,-
IA,Atkins,84917
IA,Atlantic,37397
IA,Auburn,38021
IA,Audubon,37983
IA,Aurelia,50556
IA,Aurora,47321
IA,Avoca,50735
IA,Ayrshire,28750
IA,Badger,60536
IA,Bagley,45556
IA,Baldwin,33125
IA,Balltown,55938
IA,Bancroft,44375
IA,Bankston,113393
IA,Barnes,37500
IA,Barnum,53750
IA,Bartlett CDP,-
IA,Bassett,47813
IA,Batavia,39808
IA,Battle Creek,38056
IA,Baxter,53500
IA,Bayard,47721
IA,Beacon,32917
IA,Beaconsfield,(X)
IA,Beaman,53750
IA,Beaver,51250
IA,Beaverdale CDP,57232
IA,Bedford,34750
IA,Belle Plaine,39732
IA,Bellevue,44089
IA,Belmond,38511
IA,Bennett,50556
IA,Bentley CDP,110625
IA,Benton,57969
IA,Berkley,38750
IA,Bernard,53750
IA,Bertram,93750
IA,Bettendorf,75373
IA,Bevington,39167
IA,Birmingham,40833
IA,Blairsburg,52500
IA,Blairstown,50729
IA,Blakesburg,32500
IA,Blanchard,59375
IA,Blencoe,39792
IA,Blockton,30938
IA,Bloomfield,42234
IA,Blue Grass,64185
IA,Bode,41250
IA,Bolan CDP,-
IA,Bonaparte,30909
IA,Bondurant,63542
IA,Boone,46486
IA,Bouton,40625
IA,Boxholm,33750
IA,Boyden,59250
IA,Braddyville,50500
IA,Bradford CDP,42813
IA,Bradgate,35000
IA,Brandon,43750
IA,Brayton,37321
IA,Breda,59375
IA,Bridgewater,44107
IA,Brighton,39107
IA,Bristow,37188
IA,Britt,44432
IA,Bronson,68750
IA,Brooklyn,47284
IA,Brunsville,56250
IA,Buckeye,41786
IA,Buck Grove,30000
IA,Buffalo,44922
IA,Buffalo Center,41087
IA,Burchinal CDP,(X)
IA,Burlington,39586
IA,Burr Oak CDP,46944
IA,Burt,39333
IA,Bussey,36250
IA,Calamus,55000
IA,California Junction CDP,(X)
IA,Callender,45313
IA,Calmar,44297
IA,Calumet,59063
IA,Camanche,56318
IA,Cambridge,54196
IA,Cantril,34583
IA,Carbon,28750
IA,Carlisle,57794
IA,Carpenter,(X)
IA,Carroll,43078
IA,Carson,47039
IA,Carter Lake,48333
IA,Cascade,47344
IA,Casey,40000
IA,Castalia,45357
IA,Castana,22143
IA,Cedar Falls,55808
IA,Cedar Rapids,53581
IA,Center Junction,55000
IA,Center Point,79545
IA,Centerville,31270
IA,Central,54453
IA,Centralia,50938
IA,Chapin CDP,(X)
IA,Chariton,33167
IA,Charles,39053
IA,Charlotte,47955
IA,Charter Oak,49167
IA,Chatsworth,(X)
IA,Chelsea,41000
IA,Cherokee,40811
IA,Chester,37813
IA,Chillicothe,45536
IA,Churdan,38125
IA,Cincinnati,33500
IA,Clare,54583
IA,Clarence,44196
IA,Clarinda,42551
IA,Clarion,37583
IA,Clarksville,43750
IA,Clayton,48750
IA,Clearfield,32266
IA,Clear Lake,49219
IA,Cleghorn,46000
IA,Clemons,58750
IA,Clermont,42813
IA,Climbing Hill CDP,84063
IA,Clinton,41813
IA,Clio,42083
IA,Clive,93160
IA,Clutier,38125
IA,Coalville CDP,41875
IA,Coburg,43125
IA,Coggon,51719
IA,Coin,43125
IA,Colesburg,53594
IA,Colfax,44706
IA,College Springs,31786
IA,Collins,55000
IA,Colo,49688
IA,Columbus,56103
IA,Columbus Junction,49167
IA,Colwell,46250
IA,Conesville,42692
IA,Conrad,45313
IA,Conroy CDP,46758
IA,Conway,35625
IA,Coon Rapids,44674
IA,Coppock,29531
IA,Coralville,58744
IA,Corley CDP,(X)
IA,Corning,41849
IA,Correctionville,40119
IA,Corwith,37857
IA,Corydon,43646
IA,Cotter,55500
IA,Coulter,51250
IA,Council Bluffs,45551
IA,Craig,78125
IA,Crawfordsville,41719
IA,Crescent,81731
IA,Cresco,47426
IA,Creston,40782
IA,Cromwell,62500
IA,Crystal Lake,34432
IA,Cumberland,26953
IA,Cumming,105000
IA,Curlew,31429
IA,Cushing,36667
IA,Cylinder,54750
IA,Dakota,42708
IA,Dallas Center,69265
